edition,route_path,methods,route_file,controller,controller_import,controller_file
CE,/api/extensions/{extensionId}/sync,POST,server/src/app/api/extensions/[extensionId]/sync/route.ts,,,
CE,/api/files/{fileId}/download,GET,server/src/app/api/files/[fileId]/download/route.ts,,,
CE,/api/health,GET,server/src/app/api/health/route.ts,,,
CE,/api/healthz,GET,server/src/app/api/healthz/route.ts,,,
CE,/api/installs/lookup-by-host,GET,server/src/app/api/installs/lookup-by-host/route.ts,,,
CE,/api/installs/validate,GET,server/src/app/api/installs/validate/route.ts,,,
CE,/api/integrations/qbo/callback,GET,server/src/app/api/integrations/qbo/callback/route.ts,,,
CE,/api/integrations/qbo/connect,GET,server/src/app/api/integrations/qbo/connect/route.ts,,,
CE,/api/integrations/qbo/status,GET,server/src/app/api/integrations/qbo/status/route.ts,,,
CE,/api/readyz,GET,server/src/app/api/readyz/route.ts,,,
CE,/api/v1/admin/telemetry-settings,GET POST,server/src/app/api/v1/admin/telemetry-settings/route.ts,,,
CE,/api/v1/assets,GET POST,server/src/app/api/v1/assets/route.ts,ApiAssetController,@/lib/api/controllers/ApiAssetController,server/src/lib/api/controllers/ApiAssetController.ts
CE,/api/v1/assets/bulk-status,PUT,server/src/app/api/v1/assets/bulk-status/route.ts,ApiAssetController,@/lib/api/controllers/ApiAssetController,server/src/lib/api/controllers/ApiAssetController.ts
CE,/api/v1/assets/bulk-update,PUT,server/src/app/api/v1/assets/bulk-update/route.ts,ApiAssetController,@/lib/api/controllers/ApiAssetController,server/src/lib/api/controllers/ApiAssetController.ts
CE,/api/v1/assets/documents/{associationId},DELETE,server/src/app/api/v1/assets/documents/[associationId]/route.ts,ApiAssetController,@/lib/api/controllers/ApiAssetController,server/src/lib/api/controllers/ApiAssetController.ts
CE,/api/v1/assets/export,GET,server/src/app/api/v1/assets/export/route.ts,ApiAssetController,@/lib/api/controllers/ApiAssetController,server/src/lib/api/controllers/ApiAssetController.ts
CE,/api/v1/assets/maintenance/{scheduleId},DELETE PUT,server/src/app/api/v1/assets/maintenance/[scheduleId]/route.ts,ApiAssetController,@/lib/api/controllers/ApiAssetController,server/src/lib/api/controllers/ApiAssetController.ts
CE,/api/v1/assets/relationships/{relationshipId},DELETE,server/src/app/api/v1/assets/relationships/[relationshipId]/route.ts,ApiAssetController,@/lib/api/controllers/ApiAssetController,server/src/lib/api/controllers/ApiAssetController.ts
CE,/api/v1/assets/search,GET,server/src/app/api/v1/assets/search/route.ts,ApiAssetController,@/lib/api/controllers/ApiAssetController,server/src/lib/api/controllers/ApiAssetController.ts
CE,/api/v1/assets/stats,GET,server/src/app/api/v1/assets/stats/route.ts,ApiAssetController,@/lib/api/controllers/ApiAssetController,server/src/lib/api/controllers/ApiAssetController.ts
CE,/api/v1/assets/{id},DELETE GET PUT,server/src/app/api/v1/assets/[id]/route.ts,ApiAssetController,@/lib/api/controllers/ApiAssetController,server/src/lib/api/controllers/ApiAssetController.ts
CE,/api/v1/assets/{id}/documents,GET POST,server/src/app/api/v1/assets/[id]/documents/route.ts,ApiAssetController,@/lib/api/controllers/ApiAssetController,server/src/lib/api/controllers/ApiAssetController.ts
CE,/api/v1/assets/{id}/history,GET,server/src/app/api/v1/assets/[id]/history/route.ts,ApiAssetController,@/lib/api/controllers/ApiAssetController,server/src/lib/api/controllers/ApiAssetController.ts
CE,/api/v1/assets/{id}/maintenance,GET POST,server/src/app/api/v1/assets/[id]/maintenance/route.ts,ApiAssetController,@/lib/api/controllers/ApiAssetController,server/src/lib/api/controllers/ApiAssetController.ts
CE,/api/v1/assets/{id}/maintenance/record,POST,server/src/app/api/v1/assets/[id]/maintenance/record/route.ts,ApiAssetController,@/lib/api/controllers/ApiAssetController,server/src/lib/api/controllers/ApiAssetController.ts
CE,/api/v1/assets/{id}/relationships,GET POST,server/src/app/api/v1/assets/[id]/relationships/route.ts,ApiAssetController,@/lib/api/controllers/ApiAssetController,server/src/lib/api/controllers/ApiAssetController.ts
CE,/api/v1/automation/executions,GET,server/src/app/api/v1/automation/executions/route.ts,ApiAutomationController,server/src/lib/api/controllers/ApiAutomationController,server/src/lib/api/controllers/ApiAutomationController.ts
CE,/api/v1/automation/executions/{id},GET,server/src/app/api/v1/automation/executions/[id]/route.ts,ApiAutomationController,server/src/lib/api/controllers/ApiAutomationController,server/src/lib/api/controllers/ApiAutomationController.ts
CE,/api/v1/automation/executions/{id}/retry,POST,server/src/app/api/v1/automation/executions/[id]/retry/route.ts,ApiAutomationController,server/src/lib/api/controllers/ApiAutomationController,server/src/lib/api/controllers/ApiAutomationController.ts
CE,/api/v1/automation/meta,GET,server/src/app/api/v1/automation/meta/route.ts,ApiAutomationController,server/src/lib/api/controllers/ApiAutomationController,server/src/lib/api/controllers/ApiAutomationController.ts
CE,/api/v1/automation/performance,GET,server/src/app/api/v1/automation/performance/route.ts,ApiAutomationController,server/src/lib/api/controllers/ApiAutomationController,server/src/lib/api/controllers/ApiAutomationController.ts
CE,/api/v1/automation/rules,GET POST,server/src/app/api/v1/automation/rules/route.ts,ApiAutomationController,server/src/lib/api/controllers/ApiAutomationController,server/src/lib/api/controllers/ApiAutomationController.ts
CE,/api/v1/automation/rules/bulk-execute,POST,server/src/app/api/v1/automation/rules/bulk-execute/route.ts,ApiAutomationController,server/src/lib/api/controllers/ApiAutomationController,server/src/lib/api/controllers/ApiAutomationController.ts
CE,/api/v1/automation/rules/bulk-status,POST,server/src/app/api/v1/automation/rules/bulk-status/route.ts,ApiAutomationController,server/src/lib/api/controllers/ApiAutomationController,server/src/lib/api/controllers/ApiAutomationController.ts
CE,/api/v1/automation/rules/{id},DELETE GET PUT,server/src/app/api/v1/automation/rules/[id]/route.ts,ApiAutomationController,server/src/lib/api/controllers/ApiAutomationController,server/src/lib/api/controllers/ApiAutomationController.ts
CE,/api/v1/automation/rules/{id}/execute,POST,server/src/app/api/v1/automation/rules/[id]/execute/route.ts,ApiAutomationController,server/src/lib/api/controllers/ApiAutomationController,server/src/lib/api/controllers/ApiAutomationController.ts
CE,/api/v1/automation/statistics,GET,server/src/app/api/v1/automation/statistics/route.ts,ApiAutomationController,server/src/lib/api/controllers/ApiAutomationController,server/src/lib/api/controllers/ApiAutomationController.ts
CE,/api/v1/automation/templates,GET POST,server/src/app/api/v1/automation/templates/route.ts,ApiAutomationController,server/src/lib/api/controllers/ApiAutomationController,server/src/lib/api/controllers/ApiAutomationController.ts
CE,/api/v1/automation/templates/{id},GET,server/src/app/api/v1/automation/templates/[id]/route.ts,ApiAutomationController,server/src/lib/api/controllers/ApiAutomationController,server/src/lib/api/controllers/ApiAutomationController.ts
CE,/api/v1/automation/templates/{id}/use,POST,server/src/app/api/v1/automation/templates/[id]/use/route.ts,ApiAutomationController,server/src/lib/api/controllers/ApiAutomationController,server/src/lib/api/controllers/ApiAutomationController.ts
CE,/api/v1/billing-analytics/overview,GET,server/src/app/api/v1/billing-analytics/overview/route.ts,ApiContractLineController,@/lib/api/controllers/ApiContractLineController,server/src/lib/api/controllers/ApiContractLineController.ts
CE,/api/v1/contract-lines,GET POST,server/src/app/api/v1/contract-lines/route.ts,ApiContractLineController,@/lib/api/controllers/ApiContractLineController,server/src/lib/api/controllers/ApiContractLineController.ts
CE,/api/v1/contract-lines/bulk,DELETE POST PUT,server/src/app/api/v1/contract-lines/bulk/route.ts,ApiContractLineController,server/src/lib/api/controllers/ApiContractLineController,server/src/lib/api/controllers/ApiContractLineController.ts
CE,/api/v1/contract-lines/bulk/add-services,POST,server/src/app/api/v1/contract-lines/bulk/add-services/route.ts,ApiContractLineController,@/lib/api/controllers/ApiContractLineController,server/src/lib/api/controllers/ApiContractLineController.ts
CE,/api/v1/contract-lines/bulk/create,POST,server/src/app/api/v1/contract-lines/bulk/create/route.ts,ApiContractLineController,@/lib/api/controllers/ApiContractLineController,server/src/lib/api/controllers/ApiContractLineController.ts
CE,/api/v1/contract-lines/bulk/delete,DELETE,server/src/app/api/v1/contract-lines/bulk/delete/route.ts,ApiContractLineController,@/lib/api/controllers/ApiContractLineController,server/src/lib/api/controllers/ApiContractLineController.ts
CE,/api/v1/contract-lines/bulk/remove-services,DELETE,server/src/app/api/v1/contract-lines/bulk/remove-services/route.ts,ApiContractLineController,@/lib/api/controllers/ApiContractLineController,server/src/lib/api/controllers/ApiContractLineController.ts
CE,/api/v1/contract-lines/bulk/update,PUT,server/src/app/api/v1/contract-lines/bulk/update/route.ts,ApiContractLineController,@/lib/api/controllers/ApiContractLineController,server/src/lib/api/controllers/ApiContractLineController.ts
CE,/api/v1/contract-lines/{id},DELETE GET PUT,server/src/app/api/v1/contract-lines/[id]/route.ts,ApiContractLineController,@/lib/api/controllers/ApiContractLineController,server/src/lib/api/controllers/ApiContractLineController.ts
CE,/api/v1/contract-lines/{id}/activation,PUT,server/src/app/api/v1/contract-lines/[id]/activation/route.ts,ApiContractLineController,@/lib/api/controllers/ApiContractLineController,server/src/lib/api/controllers/ApiContractLineController.ts
CE,/api/v1/contract-lines/{id}/analytics,GET,server/src/app/api/v1/contract-lines/[id]/analytics/route.ts,ApiContractLineController,@/lib/api/controllers/ApiContractLineController,server/src/lib/api/controllers/ApiContractLineController.ts
CE,/api/v1/contract-lines/{id}/copy,POST,server/src/app/api/v1/contract-lines/[id]/copy/route.ts,ApiContractLineController,@/lib/api/controllers/ApiContractLineController,server/src/lib/api/controllers/ApiContractLineController.ts
CE,/api/v1/contract-lines/{id}/fixed-config,GET PUT,server/src/app/api/v1/contract-lines/[id]/fixed-config/route.ts,ApiContractLineController,@/lib/api/controllers/ApiContractLineController,server/src/lib/api/controllers/ApiContractLineController.ts
CE,/api/v1/contract-lines/{id}/services,GET POST,server/src/app/api/v1/contract-lines/[id]/services/route.ts,ApiContractLineController,@/lib/api/controllers/ApiContractLineController,server/src/lib/api/controllers/ApiContractLineController.ts
CE,/api/v1/contract-lines/{id}/services/{serviceId},DELETE GET PUT,server/src/app/api/v1/contract-lines/[id]/services/[serviceId]/route.ts,ApiContractLineController,server/src/lib/api/controllers/ApiContractLineController,server/src/lib/api/controllers/ApiContractLineController.ts
CE,/api/v1/contract-lines/{id}/usage-metrics,GET,server/src/app/api/v1/contract-lines/[id]/usage-metrics/route.ts,ApiContractLineController,@/lib/api/controllers/ApiContractLineController,server/src/lib/api/controllers/ApiContractLineController.ts
CE,/api/v1/categories/analytics,GET,server/src/app/api/v1/categories/analytics/route.ts,ApiCategoryController,server/src/lib/api/controllers/ApiCategoryController,server/src/lib/api/controllers/ApiCategoryController.ts
CE,/api/v1/categories/bulk/delete,POST,server/src/app/api/v1/categories/bulk/delete/route.ts,ApiCategoryController,server/src/lib/api/controllers/ApiCategoryController,server/src/lib/api/controllers/ApiCategoryController.ts
CE,/api/v1/categories/search,GET,server/src/app/api/v1/categories/search/route.ts,ApiCategoryController,server/src/lib/api/controllers/ApiCategoryController,server/src/lib/api/controllers/ApiCategoryController.ts
CE,/api/v1/categories/service,GET POST,server/src/app/api/v1/categories/service/route.ts,ApiCategoryController,server/src/lib/api/controllers/ApiCategoryController,server/src/lib/api/controllers/ApiCategoryController.ts
CE,/api/v1/categories/service/{id},DELETE GET PUT,server/src/app/api/v1/categories/service/[id]/route.ts,ApiCategoryController,server/src/lib/api/controllers/ApiCategoryController,server/src/lib/api/controllers/ApiCategoryController.ts
CE,/api/v1/categories/ticket,GET POST,server/src/app/api/v1/categories/ticket/route.ts,ApiCategoryController,server/src/lib/api/controllers/ApiCategoryController,server/src/lib/api/controllers/ApiCategoryController.ts
CE,/api/v1/categories/ticket/move,POST,server/src/app/api/v1/categories/ticket/move/route.ts,ApiCategoryController,server/src/lib/api/controllers/ApiCategoryController,server/src/lib/api/controllers/ApiCategoryController.ts
CE,/api/v1/categories/ticket/tree,GET,server/src/app/api/v1/categories/ticket/tree/route.ts,ApiCategoryController,server/src/lib/api/controllers/ApiCategoryController,server/src/lib/api/controllers/ApiCategoryController.ts
CE,/api/v1/categories/ticket/tree/{boardId},GET,server/src/app/api/v1/categories/ticket/tree/[boardId]/route.ts,ApiCategoryController,server/src/lib/api/controllers/ApiCategoryController,server/src/lib/api/controllers/ApiCategoryController.ts
CE,/api/v1/categories/ticket/{id},DELETE GET PUT,server/src/app/api/v1/categories/ticket/[id]/route.ts,ApiCategoryController,server/src/lib/api/controllers/ApiCategoryController,server/src/lib/api/controllers/ApiCategoryController.ts
CE,/api/v1/clients,GET POST,server/src/app/api/v1/clients/route.ts,ApiClientController,@/lib/api/controllers/ApiClientController,server/src/lib/api/controllers/ApiClientController.ts
CE,/api/v1/clients/stats,GET,server/src/app/api/v1/clients/stats/route.ts,ApiClientController,@/lib/api/controllers/ApiClientController,server/src/lib/api/controllers/ApiClientController.ts
CE,/api/v1/clients/{id},DELETE GET PUT,server/src/app/api/v1/clients/[id]/route.ts,ApiClientController,@/lib/api/controllers/ApiClientController,server/src/lib/api/controllers/ApiClientController.ts
CE,/api/v1/clients/{id}/contacts,GET,server/src/app/api/v1/clients/[id]/contacts/route.ts,ApiClientController,@/lib/api/controllers/ApiClientController,server/src/lib/api/controllers/ApiClientController.ts
CE,/api/v1/clients/{id}/locations,GET POST,server/src/app/api/v1/clients/[id]/locations/route.ts,ApiClientController,@/lib/api/controllers/ApiClientController,server/src/lib/api/controllers/ApiClientController.ts
CE,/api/v1/client-contract-lines,GET POST,server/src/app/api/v1/client-contract-lines/route.ts,ApiContractLineController,@/lib/api/controllers/ApiContractLineController,server/src/lib/api/controllers/ApiContractLineController.ts
CE,/api/v1/client-contract-lines/{id},DELETE,server/src/app/api/v1/client-contract-lines/[id]/route.ts,ApiContractLineController,@/lib/api/controllers/ApiContractLineController,server/src/lib/api/controllers/ApiContractLineController.ts
CE,/api/v1/contacts,GET POST,server/src/app/api/v1/contacts/route.ts,ApiContactController,server/src/lib/api/controllers/ApiContactController,server/src/lib/api/controllers/ApiContactController.ts
CE,/api/v1/contacts/export,GET,server/src/app/api/v1/contacts/export/route.ts,ApiContactController,server/src/lib/api/controllers/ApiContactController,server/src/lib/api/controllers/ApiContactController.ts
CE,/api/v1/contacts/search,GET,server/src/app/api/v1/contacts/search/route.ts,ApiContactController,server/src/lib/api/controllers/ApiContactController,server/src/lib/api/controllers/ApiContactController.ts
CE,/api/v1/contacts/stats,GET,server/src/app/api/v1/contacts/stats/route.ts,ApiContactController,server/src/lib/api/controllers/ApiContactController,server/src/lib/api/controllers/ApiContactController.ts
CE,/api/v1/contacts/{id},DELETE GET PUT,server/src/app/api/v1/contacts/[id]/route.ts,ApiContactController,server/src/lib/api/controllers/ApiContactController,server/src/lib/api/controllers/ApiContactController.ts
CE,/api/v1/feature-access,POST,server/src/app/api/v1/feature-access/route.ts,ApiPermissionController,@/lib/api/controllers/ApiPermissionController,server/src/lib/api/controllers/ApiPermissionController.ts
CE,/api/v1/feature-flags,GET POST,server/src/app/api/v1/feature-flags/route.ts,,,
CE,/api/v1/financial/billing/calculate,POST,server/src/app/api/v1/financial/billing/calculate/route.ts,ApiFinancialController,server/src/lib/api/controllers/ApiFinancialController,server/src/lib/api/controllers/ApiFinancialController.ts
CE,/api/v1/financial/billing/payment-terms,GET,server/src/app/api/v1/financial/billing/payment-terms/route.ts,ApiFinancialController,server/src/lib/api/controllers/ApiFinancialController,server/src/lib/api/controllers/ApiFinancialController.ts
CE,/api/v1/financial/bulk/credits,POST,server/src/app/api/v1/financial/bulk/credits/route.ts,ApiFinancialController,server/src/lib/api/controllers/ApiFinancialController,server/src/lib/api/controllers/ApiFinancialController.ts
CE,/api/v1/financial/bulk/invoices,POST,server/src/app/api/v1/financial/bulk/invoices/route.ts,ApiFinancialController,server/src/lib/api/controllers/ApiFinancialController,server/src/lib/api/controllers/ApiFinancialController.ts
CE,/api/v1/financial/bulk/transactions,POST,server/src/app/api/v1/financial/bulk/transactions/route.ts,ApiFinancialController,server/src/lib/api/controllers/ApiFinancialController,server/src/lib/api/controllers/ApiFinancialController.ts
CE,/api/v1/financial/credits,GET,server/src/app/api/v1/financial/credits/route.ts,ApiFinancialController,server/src/lib/api/controllers/ApiFinancialController,server/src/lib/api/controllers/ApiFinancialController.ts
CE,/api/v1/financial/credits/apply,POST,server/src/app/api/v1/financial/credits/apply/route.ts,ApiFinancialController,server/src/lib/api/controllers/ApiFinancialController,server/src/lib/api/controllers/ApiFinancialController.ts
CE,/api/v1/financial/credits/prepayment,POST,server/src/app/api/v1/financial/credits/prepayment/route.ts,ApiFinancialController,server/src/lib/api/controllers/ApiFinancialController,server/src/lib/api/controllers/ApiFinancialController.ts
CE,/api/v1/financial/credits/transfer,POST,server/src/app/api/v1/financial/credits/transfer/route.ts,ApiFinancialController,server/src/lib/api/controllers/ApiFinancialController,server/src/lib/api/controllers/ApiFinancialController.ts
CE,/api/v1/financial/credits/validate,POST,server/src/app/api/v1/financial/credits/validate/route.ts,ApiFinancialController,server/src/lib/api/controllers/ApiFinancialController,server/src/lib/api/controllers/ApiFinancialController.ts
CE,/api/v1/financial/invoices,GET,server/src/app/api/v1/financial/invoices/route.ts,ApiFinancialController,server/src/lib/api/controllers/ApiFinancialController,server/src/lib/api/controllers/ApiFinancialController.ts
CE,/api/v1/financial/invoices/{id}/finalize,POST,server/src/app/api/v1/financial/invoices/[id]/finalize/route.ts,ApiFinancialController,server/src/lib/api/controllers/ApiFinancialController,server/src/lib/api/controllers/ApiFinancialController.ts
CE,/api/v1/financial/invoices/{id}/items,POST,server/src/app/api/v1/financial/invoices/[id]/items/route.ts,ApiFinancialController,server/src/lib/api/controllers/ApiFinancialController,server/src/lib/api/controllers/ApiFinancialController.ts
CE,/api/v1/financial/payment-methods,GET POST,server/src/app/api/v1/financial/payment-methods/route.ts,ApiFinancialController,server/src/lib/api/controllers/ApiFinancialController,server/src/lib/api/controllers/ApiFinancialController.ts
CE,/api/v1/financial/payment-methods/{id},DELETE GET PUT,server/src/app/api/v1/financial/payment-methods/[id]/route.ts,ApiFinancialController,server/src/lib/api/controllers/ApiFinancialController,server/src/lib/api/controllers/ApiFinancialController.ts
CE,/api/v1/financial/reconciliation/run,POST,server/src/app/api/v1/financial/reconciliation/run/route.ts,ApiFinancialController,server/src/lib/api/controllers/ApiFinancialController,server/src/lib/api/controllers/ApiFinancialController.ts
CE,/api/v1/financial/reconciliation/{id}/resolve,POST,server/src/app/api/v1/financial/reconciliation/[id]/resolve/route.ts,ApiFinancialController,server/src/lib/api/controllers/ApiFinancialController,server/src/lib/api/controllers/ApiFinancialController.ts
CE,/api/v1/financial/reports/aging,GET,server/src/app/api/v1/financial/reports/aging/route.ts,ApiFinancialController,server/src/lib/api/controllers/ApiFinancialController,server/src/lib/api/controllers/ApiFinancialController.ts
CE,/api/v1/financial/reports/analytics,GET,server/src/app/api/v1/financial/reports/analytics/route.ts,ApiFinancialController,server/src/lib/api/controllers/ApiFinancialController,server/src/lib/api/controllers/ApiFinancialController.ts
CE,/api/v1/financial/reports/balance,GET,server/src/app/api/v1/financial/reports/balance/route.ts,ApiFinancialController,server/src/lib/api/controllers/ApiFinancialController,server/src/lib/api/controllers/ApiFinancialController.ts
CE,/api/v1/financial/tax/calculate,POST,server/src/app/api/v1/financial/tax/calculate/route.ts,ApiFinancialController,server/src/lib/api/controllers/ApiFinancialController,server/src/lib/api/controllers/ApiFinancialController.ts
CE,/api/v1/financial/tax/rates,GET,server/src/app/api/v1/financial/tax/rates/route.ts,ApiFinancialController,server/src/lib/api/controllers/ApiFinancialController,server/src/lib/api/controllers/ApiFinancialController.ts
CE,/api/v1/financial/transactions,GET POST,server/src/app/api/v1/financial/transactions/route.ts,ApiFinancialController,server/src/lib/api/controllers/ApiFinancialController,server/src/lib/api/controllers/ApiFinancialController.ts
CE,/api/v1/financial/transactions/{id},GET PUT,server/src/app/api/v1/financial/transactions/[id]/route.ts,ApiFinancialController,server/src/lib/api/controllers/ApiFinancialController,server/src/lib/api/controllers/ApiFinancialController.ts
CE,/api/v1/integrations/quickbooks/accounts,GET,server/src/app/api/v1/integrations/quickbooks/accounts/route.ts,ApiQuickBooksController,server/src/lib/api/controllers/ApiQuickBooksController,server/src/lib/api/controllers/ApiQuickBooksController.ts
CE,/api/v1/integrations/quickbooks/accounts/mappings,GET PUT,server/src/app/api/v1/integrations/quickbooks/accounts/mappings/route.ts,ApiQuickBooksController,server/src/lib/api/controllers/ApiQuickBooksController,server/src/lib/api/controllers/ApiQuickBooksController.ts
CE,/api/v1/integrations/quickbooks/connection/refresh,POST,server/src/app/api/v1/integrations/quickbooks/connection/refresh/route.ts,ApiQuickBooksController,server/src/lib/api/controllers/ApiQuickBooksController,server/src/lib/api/controllers/ApiQuickBooksController.ts
CE,/api/v1/integrations/quickbooks/connection/status,GET,server/src/app/api/v1/integrations/quickbooks/connection/status/route.ts,ApiQuickBooksController,server/src/lib/api/controllers/ApiQuickBooksController,server/src/lib/api/controllers/ApiQuickBooksController.ts
CE,/api/v1/integrations/quickbooks/connection/test,POST,server/src/app/api/v1/integrations/quickbooks/connection/test/route.ts,ApiQuickBooksController,server/src/lib/api/controllers/ApiQuickBooksController,server/src/lib/api/controllers/ApiQuickBooksController.ts
CE,/api/v1/integrations/quickbooks/customers/mappings,GET,server/src/app/api/v1/integrations/quickbooks/customers/mappings/route.ts,ApiQuickBooksController,server/src/lib/api/controllers/ApiQuickBooksController,server/src/lib/api/controllers/ApiQuickBooksController.ts
CE,/api/v1/integrations/quickbooks/customers/mappings/{mapping_id},DELETE,server/src/app/api/v1/integrations/quickbooks/customers/mappings/[mapping_id]/route.ts,ApiQuickBooksController,server/src/lib/api/controllers/ApiQuickBooksController,server/src/lib/api/controllers/ApiQuickBooksController.ts
CE,/api/v1/integrations/quickbooks/customers/sync,POST,server/src/app/api/v1/integrations/quickbooks/customers/sync/route.ts,ApiQuickBooksController,server/src/lib/api/controllers/ApiQuickBooksController,server/src/lib/api/controllers/ApiQuickBooksController.ts
CE,/api/v1/integrations/quickbooks/diagnostics,POST,server/src/app/api/v1/integrations/quickbooks/diagnostics/route.ts,ApiQuickBooksController,server/src/lib/api/controllers/ApiQuickBooksController,server/src/lib/api/controllers/ApiQuickBooksController.ts
CE,/api/v1/integrations/quickbooks/health,GET,server/src/app/api/v1/integrations/quickbooks/health/route.ts,ApiQuickBooksController,server/src/lib/api/controllers/ApiQuickBooksController,server/src/lib/api/controllers/ApiQuickBooksController.ts
CE,/api/v1/integrations/quickbooks/health/config,GET PUT,server/src/app/api/v1/integrations/quickbooks/health/config/route.ts,ApiQuickBooksController,server/src/lib/api/controllers/ApiQuickBooksController,server/src/lib/api/controllers/ApiQuickBooksController.ts
CE,/api/v1/integrations/quickbooks/invoices/export,POST,server/src/app/api/v1/integrations/quickbooks/invoices/export/route.ts,ApiQuickBooksController,server/src/lib/api/controllers/ApiQuickBooksController,server/src/lib/api/controllers/ApiQuickBooksController.ts
CE,/api/v1/integrations/quickbooks/invoices/import,POST,server/src/app/api/v1/integrations/quickbooks/invoices/import/route.ts,ApiQuickBooksController,server/src/lib/api/controllers/ApiQuickBooksController,server/src/lib/api/controllers/ApiQuickBooksController.ts
CE,/api/v1/integrations/quickbooks/items,GET,server/src/app/api/v1/integrations/quickbooks/items/route.ts,ApiQuickBooksController,server/src/lib/api/controllers/ApiQuickBooksController,server/src/lib/api/controllers/ApiQuickBooksController.ts
CE,/api/v1/integrations/quickbooks/mappings,GET POST,server/src/app/api/v1/integrations/quickbooks/mappings/route.ts,ApiQuickBooksController,server/src/lib/api/controllers/ApiQuickBooksController,server/src/lib/api/controllers/ApiQuickBooksController.ts
CE,/api/v1/integrations/quickbooks/mappings/{mapping_id},DELETE GET PUT,server/src/app/api/v1/integrations/quickbooks/mappings/[mapping_id]/route.ts,ApiQuickBooksController,server/src/lib/api/controllers/ApiQuickBooksController,server/src/lib/api/controllers/ApiQuickBooksController.ts
CE,/api/v1/integrations/quickbooks/oauth/callback,POST,server/src/app/api/v1/integrations/quickbooks/oauth/callback/route.ts,ApiQuickBooksController,server/src/lib/api/controllers/ApiQuickBooksController,server/src/lib/api/controllers/ApiQuickBooksController.ts
CE,/api/v1/integrations/quickbooks/oauth/disconnect,DELETE,server/src/app/api/v1/integrations/quickbooks/oauth/disconnect/route.ts,ApiQuickBooksController,server/src/lib/api/controllers/ApiQuickBooksController,server/src/lib/api/controllers/ApiQuickBooksController.ts
CE,/api/v1/integrations/quickbooks/oauth/initiate,POST,server/src/app/api/v1/integrations/quickbooks/oauth/initiate/route.ts,ApiQuickBooksController,server/src/lib/api/controllers/ApiQuickBooksController,server/src/lib/api/controllers/ApiQuickBooksController.ts
CE,/api/v1/integrations/quickbooks/payment-methods,GET,server/src/app/api/v1/integrations/quickbooks/payment-methods/route.ts,ApiQuickBooksController,server/src/lib/api/controllers/ApiQuickBooksController,server/src/lib/api/controllers/ApiQuickBooksController.ts
